sr_no,work_category,work,state,ida,mp,constituency,work_description,recommended_date,recommended_amount,sanction_date
10289,Normal/Others,"WS/MP18277/2024-2025/154143-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Construction of Concrete road from Prodip Murmu House Mank Murmu house at Bijur-i,2024-11-22,400000.0,2025-02-07
10290,Normal/Others,"WS/MP18277/2024-2025/154144-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Construction of Concrete road from itchu Sk house to Chancal Sk house at Barari Village.,2024-11-22,430000.0,2025-02-07
10291,Normal/Others,"WS/MP18277/2024-2025/154145-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Construction of Concrete road from Montu Sk house to Tutu sk house at Golampara,2024-11-22,450000.0,2025-02-07
10292,Normal/Others,"WS/MP18277/2025-2026/154146-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Construction of Concrete road from Santidanga Shidharpur Brick Kiln to Arun Matabbar s Shop,2024-11-22,400000.0,2025-09-15
10293,Normal/Others,"WS/MP18277/2024-2025/154147-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Construction of cycle Stands on Mondalgram High School,2024-11-22,550000.0,2025-02-07
10294,Normal/Others,"WS/MP18277/2024-2025/154148-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Construction of Concrete road from Mohispur FP School to Mollick Para at Mohispur,2024-11-22,420000.0,2025-02-07
10295,Normal/Others,WS/MP18328/2025-2026/154149-Construction of foot over bridge (FOB),Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,MANDI,"Construction of Foot Bridge at Jouvdi Nallah in village Prini, Gram Panchayat Prini. Work Executive Agency - BDO Naggar(Manali)",2024-11-22,700000.0,2025-06-28
10296,Normal/Others,WS/MP18277/2024-2025/154150-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Construction of Crematoriums of Shamshanghat at Tullya Bagpara under Monteswar Panchayat samity,2024-11-22,400000.0,2025-02-07
10297,Normal/Others,WS/MP18277/2025-2026/154151-Setting up of laboratories,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Establishment of Science Lab instrument at Kusumgram Tayeba Institution (H.s) under Monteswar Panchayat Samity,2024-11-22,400000.0,2025-04-30
10298,Normal/Others,WS/MP18277/2024-2025/154152-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Construction of Crematoriums of Janeja shade at Kusumgram kabarsthan,2024-11-22,998312.0,2025-02-19
10299,Normal/Others,WS/MP18277/2025-2026/154153-Construction of boundary walls of existing public and community buildings,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,"Construction of boundary walls at Monteswar Kadambini primary helth centre(BPHC) Dag No 621,162,156,204",2024-11-22,1620076.0,2025-12-16
10300,Normal/Others,WS/MP18277/2024-2025/154154-Construction of additional rooms and halls in the existing public and community building,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Construction of Class room at Kuley natun F.P School Dag no 292,2024-11-22,800000.0,2025-02-19
10301,Normal/Others,WS/MP18023/2025-2026/154156-Construction of additional rooms and halls in the existing public and community building,Assam,GOALPARA(Deputy Commissioner Goalpara_IDA),BIJULI KALITA MEDHI,GUWAHATI,"Construction of additional room existing community hall at Kurung , Dodan , Lakhipur",2024-11-22,250000.0,2025-07-22
10302,Normal/Others,"WS/MP792/2024-2025/154171-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,HARDOI(DISTRICT MAGISTRATE HARDOI_IDA),Jai Prakash,HARDOI (SC),Interlocking and Naali work,2024-11-23,1554600.0,2024-12-18
10303,Normal/Others,"WS/MP792/2024-2025/154172-Construction of roads, link roads, pathways or any other road with or without drainage system",Uttar Pradesh,HARDOI(DISTRICT MAGISTRATE HARDOI_IDA),Jai Prakash,HARDOI (SC),Interlocking and Naali work,2024-11-23,1203000.0,2024-12-18
10304,Normal/Others,NA-Improvement of electricity distribution infrastructure,Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"Chmaba block me mussoorie road, chamba me parking ke pass vidhut line sift karne hetu,",2024-11-24,250000.0,
10305,Normal/Others,"WS/MP351/2025-2026/154175-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Kanichar Grama Panchayath-Thannikunnu-Madappallithattu-Ward-XI-Road-Concreting,2024-11-23,526392.0,2026-02-18
10306,Normal/Others,"WS/MP478/2025-2026/154176-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"Gram panchyat Doban,post sarot me panchyat bhwan me tiles nirman kary,",2024-11-24,100000.0,2026-02-03
10307,Normal/Others,NA-Construction of footpaths and pedestrian ways,Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"Tehri Garhwal ke koti colony me D- type me CC Marg nirman kary,",2024-11-24,100000.0,
10308,Normal/Others,WS/MP478/2026-2027/154202-Construction of footpaths and pedestrian ways,Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"Tehri Garhwal ke Gram Nawagarh me gaon se school tak sampark Marg Nirman kary,",2024-11-24,100000.0,2026-04-07
10309,Repair and Renovation,WS/MP478/2025-2026/154203-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"Gram Ghiyakoti me panchyati chauk ka Renovation work,",2024-11-24,100000.0,2025-12-16
10310,Normal/Others,WS/MP484/2024-2025/154204-Street lights,West Bengal,KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),Mala Roy,KOLKATA DAKSHIN,"DEVELOPMENT OF STREET LIGHTING ARRANGEMENT AT PARUI PAKKA ROAD, BECHARAM CHATTERJEE ROAD, L.N. MOTILAL ROAD, AND ADJACENT AREAS IN WARD NO. 128.",2024-11-23,1000000.0,2024-12-07
10311,Normal/Others,WS/MP478/2025-2026/154205-Construction of rooms and halls in school and colleges,Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"Ghansali block me janta uchhtar madhaymik vidyala bugiladhar bhilang me room mirman kary,",2024-11-24,250000.0,2025-08-07
10312,Normal/Others,WS/MP478/2025-2026/154206-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"tHAULDHAR BLOCK KE GRAM PANCHAYAT DANG GUSAIN ME PANCHYATI CHAUK NIRMAN KARY,",2024-11-24,200000.0,2025-12-16
10313,Normal/Others,WS/MP478/2025-2026/154207-Construction of footpaths and pedestrian ways,Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT DHARKOT ME CC MARG NIRMAN KARY ,",2024-11-24,200000.0,2025-04-25
10314,Normal/Others,WS/MP828/2024-2025/154210-Street lights,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Jagannath Sarkar,RANAGHAT(SC),"15 nos. Solar Light 6m near: 1)H/O Haridas 2)H/O Bharat Pramanick 3)H/O Kartick Pal 4)H/O Shamal Rajbanshi 5) H/O Milan Pal 6)H/O Nikhil sarkar 7)H/O Himanshu Sarkar 8)H/O Mantu Sarkar 9)Ghosh Para Barowari 10)Jolpara beside Kali Mandir 11)H/O Nile Paul 12)Gavar Charbazar 13)H/O Nayan Biswas 14)Sardarpara Barowari 15)H/O Subrata Biswas under Belgoria -II GP, Santipur Block development.",2024-11-24,469367.0,2025-03-24
10315,Normal/Others,WS/MP478/2024-2025/154212-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"NESVILA ROAD WARD NO. 10 ME BHANDARI JI KI DUKAN SE DALVEER RAWAT KE GHAR TAK CC MARG NIRMAN KARY,",2024-11-24,200000.0,2025-03-27
10316,Normal/Others,WS/MP478/2025-2026/154213-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM DANDI PUR JATOWALA ME RINKU KE GHAR SE SUNIL KE GHAR TAK CC MARG NIRMAN KARY,",2024-11-24,100000.0,2025-04-04
10317,Normal/Others,NA-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM SABHA HARIYAWALA KALAN ME GRAM SHIV PURI DHAULAS SHADI RAM CHAMOLI KE GHAR SE GAJENDAR KE GHAR TAK CC MARG NIRMAN KARY,",2024-11-24,100000.0,
10318,Normal/Others,WS/MP478/2025-2026/154215-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT KEDARWALA ME CC MARG NIRMAN KARY,",2024-11-24,100000.0,2025-04-03
10319,Normal/Others,WS/MP478/2025-2026/154216-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT GALAJWARI KE GRAM JHADIWALA ME MUKHYA MARG SE RUKMANI KE GHAR TAK CC MARG NIRMAN KARY ,",2024-11-24,100000.0,2025-05-20
10320,Normal/Others,WS/MP478/2024-2025/154217-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"VIKAS KHAND RAIPUR KESHARWALA ME GAURAV RAMOLA KE GHAR SE AMIT JAWADI KE GHAR TAK CC MARG NIRMAN KARY,",2024-11-24,240000.0,2025-03-27
10321,Normal/Others,WS/MP478/2025-2026/154218-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT RAJAWALA ME NILKHANTH BHAT JI KE GHAR SE VANDHANA BISHT KE GHAR TAK CC MARG NIRMAN KARY,",2024-11-24,100000.0,2025-05-20
10322,Normal/Others,WS/MP852/2024-2025/154219-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installation of Solar operated High Mast Light in front of katra masjid north Side,2024-11-23,140538.0,2025-03-24
10323,Normal/Others,WS/MP852/2024-2025/154220-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installation of Solar operated High Mast Light in front of katra masjid South Side,2024-11-23,140538.0,2025-03-24
10324,Normal/Others,"WS/MP18104/2025-2026/154224-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary name brajesh singh s/o mahesh, having disability, contact no 7771065421",2024-12-19,95000.0,2025-04-23
10325,Normal/Others,WS/MP18104/2026-2027/154225-Construction of community centers and community halls,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"construction of community hall at chirah kalan, at sarvjanik sankat mochan asharam, contact person prahlad kushwaha 6265691216",2024-12-19,200000.0,2026-07-15
10326,Normal/Others,WS/MP18104/2025-2026/154226-Construction of rooms and halls in school and colleges,Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary is govt. epes high school, somalwada khurd, contact person principal contact no9827558225",2024-12-19,150000.0,2025-09-26
10327,Normal/Others,WS/MP18104/2025-2026/154227-Purchase of sports equipment,Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary is goverment girls higher secondary school, purani itarsi, itarsi. contact person principal, contact no 9425643588.",2024-12-19,150000.0,2025-10-14
10328,Normal/Others,"WS/MP18104/2025-2026/154228-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary name devang rajput s/o santosh singh rajput, having disability more then 60%, contact no 7489977336",2024-12-19,95000.0,2025-04-23
10329,Normal/Others,WS/MP18104/2025-2026/154229-Purchase of furniture and fixtures for educational purposes,Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,beneficiary is goverment middle school jasarwani for purchesing of Furniture,2024-12-19,150000.0,2026-01-13
10330,Normal/Others,"WS/MP18104/2025-2026/154231-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary name siya ram son of kanchedi lal sahu, having disability more then 90 percentage, contact no 626133060",2024-12-19,95000.0,2025-04-23
10331,Normal/Others,"WS/MP18104/2025-2026/154232-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary name kanchhedi lal vishakarma son of late shree ganga ram vishakarma , having disability, contact no 93008727",2024-12-19,95000.0,2025-04-23
10332,Normal/Others,WS/MP18104/2025-2026/154234-Construction of rooms and halls in school and colleges,Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary is govt. girls higher secondary school, semri harchand , contact person principal of school.",2024-12-19,150000.0,2025-10-15
10333,Normal/Others,WS/MP478/2025-2026/154236-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT RAJAWALA ME ANIL THAPA KE GHAR SE LOK BAHADUR KHATRI KE GHAR TAK CC MARG NIRMAN KARY,",2024-11-24,100000.0,2025-05-20
10334,Normal/Others,WS/MP478/2025-2026/154237-Fitting of Sitting RCC Benches in Public Places,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT RAJAWALA VIKAS KHAND SAHSPUR KE GRAM RAJAWALA KE PARK ME RCC BENCHES NIRMAN KARY,",2024-11-24,100000.0,2025-05-20
10335,Normal/Others,WS/MP478/2025-2026/154239-Construction of culverts and bridges,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM AMBIWALA ME NEW SAINIK COLONY ME NALI KE UPAR LOHE KE ENGAL SE COVER KARNA OR NIRMAN KARY,",2024-11-24,100000.0,2025-05-20
10336,Normal/Others,WS/MP478/2024-2025/154240-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT KYARA ME CC MARG NIRMAN KARY,",2024-11-24,100000.0,2025-03-27
10337,Normal/Others,"WS/MP18104/2025-2026/154243-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary name shri lal dholiya, having disability, contact no 8889040522",2025-01-03,115000.0,2025-04-23
10338,Normal/Others,"WS/MP18104/2025-2026/154245-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary name hariram gurjar son of rambagas gurjar, having disability, contact no 7587935551",2025-01-03,95000.0,2025-04-23
10339,Normal/Others,WS/MP478/2024-2025/154246-Construction of common work sheds/ common covered sitting area,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT FULET KE PANCHYAT BHWAN ME TIN SHED NIRMAN KARY,",2024-11-24,150000.0,2025-03-27
10340,Normal/Others,WS/MP478/2025-2026/154248-Construction of common work sheds/ common covered sitting area,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT KOTRA KALYANPUR ME PANCHYAT BHWAN ME TIN SHED NIRMAN KARY,",2024-11-24,150000.0,2025-05-20
10341,Normal/Others,WS/MP478/2025-2026/154251-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT NAWABGARH KE Dr. GANJ ME CC MARG NIRMAN KARY,",2024-11-24,100000.0,2025-09-27
10342,Normal/Others,WS/MP478/2025-2026/154254-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"GRAM PANCHYAT BULAKI WALA ME VIJAY PAL KE GHAR SE CHANDAN MASTER KE GHAR TAK CC MARG NIRMAN KARY,",2024-11-24,100000.0,2025-09-27
10343,Normal/Others,WS/MP478/2024-2025/154259-Construction of footpaths and pedestrian ways,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"VIKAS KHAND KALSI KE GRAM BANSU ME MUKHYA MARG SE GAON TAK CC MARG NIRMAN KARY,",2024-11-24,200000.0,2025-02-11
10344,Normal/Others,WS/MP478/2024-2025/154260-Construction of shelters for animals,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mala Rajya Laxmi Shah,TEHRI GARHWAL,"AARKEDIYA GRANT ME SHELTERS HOUSE FOR ANIMALS NIRMAN KARY,",2024-11-24,1100000.0,2025-03-27
10345,Normal/Others,WS/MP18009/2024-2025/154261-Construction of community centers and community halls,Andhra Pradesh,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),B K PARTHASARATHI,HINDUPUR,construction of community hall at survey no:782-2a & 782-2c of somandepalli village,2024-11-23,7963254.0,2024-12-03
10346,Normal/Others,"WS/MP18104/2025-2026/154264-Purchase of hearse van (Four, three and two wheelers)",Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary name dashrath prasad kori son of kanchhedi lal kori, having disability , contact no 787926205",2024-12-19,115000.0,2025-05-06
10347,Normal/Others,"WS/MP18104/2025-2026/154269-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary name malti purviya wife of gulab purviya, having disability, contact no 8959336665",2024-12-19,95000.0,2025-04-23
10348,Normal/Others,"WS/MP18104/2025-2026/154271-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"beneficiary name manoj kumar soni son of komal singh soni having disability, contact no 9406953298",2024-12-19,95000.0,2025-04-23
10349,Normal/Others,NA-Installation of multi-gym equipment,Madhya Pradesh,NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"required gym an equipment for the better health, contact person sarpanch sh. lalji mehra contact no 9617787124",2024-12-19,50000.0,
10350,Normal/Others,WS/MP18104/2024-2025/154273-Construction of footpaths and pedestrian ways,Madhya Pradesh,Narsimhapur(DISTRICT COLLECTOR NARSINGHPUR_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"at village gohgawari paver block will be arrenged beside concrete road, from panchayat bhavan to transformer situated near the house of todal masab. contact person ashish patel mob no 9926999622",2024-12-19,100000.0,2025-03-11
10351,Normal/Others,NA-Purchase of sports equipment,Madhya Pradesh,RAISEN(DISTRICT COLLECTOR RAISEN_IDA),DARSHAN SINGH CHOUDHARY,HOSHANGABAD,"gram panchayat silari kalan need a kabddi mate for the gram panchayat for the kabaddi palyer living at village. contact person rahul kaurav, mobile no 8815562190",2024-12-19,105000.0,
10352,Normal/Others,WS/MP18019/2024-2025/154276-Creation of new ponds,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,Diphu (ST),"Construction of community fishery near the house of Rebecca Phangchopi, W/o Probonson Rongpi and 2 others at Kathar Engti village, Dholajan",2024-11-23,200000.0,2025-01-07
10353,Normal/Others,WS/MP18019/2024-2025/154278-Creation of new ponds,Assam,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),AMARSING TISSO,Diphu (ST),Construction of community fishery at Bithiphang No. 2 Dili Terang Gaon,2024-11-23,1500000.0,2024-12-20
10354,Normal/Others,WS/MP852/2024-2025/154279-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of beledanga kabarsthan under katlamari-i Gp,2024-11-23,140538.0,2025-03-24
10355,Normal/Others,WS/MP852/2024-2025/154280-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of sarandajpur eidgah under katlamari-ii Gp,2024-11-23,140538.0,2025-03-24
10356,Normal/Others,WS/MP852/2024-2025/154281-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Katlamari Haat under katlamari-i Gp,2024-11-23,140538.0,2025-03-24
10357,Normal/Others,WS/MP852/2024-2025/154282-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of ramnarayanpara Gorsthan under katlamari-i Gp,2024-11-23,140538.0,2025-03-24
10358,Normal/Others,WS/MP852/2024-2025/154283-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Guripara kali mandir under katlamari-i Gp,2024-11-23,140538.0,2025-03-24
10359,Normal/Others,WS/MP852/2024-2025/154284-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Arholpara gorsthan under katlamari-ii Gp,2024-11-23,140538.0,2025-03-24
10360,Normal/Others,WS/MP852/2024-2025/154285-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of abdul majit haouse under Raninagar-ii Gp,2024-11-23,140538.0,2025-03-24
10361,Normal/Others,WS/MP852/2024-2025/154286-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of gonesh das house under Raninagar-ii Gp,2024-11-23,140538.0,2025-03-24
10362,Normal/Others,WS/MP852/2024-2025/154287-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of nakeraj jumma masjid under Raninagar-ii Gp,2024-11-23,140538.0,2025-03-24
10363,Normal/Others,WS/MP852/2024-2025/154288-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of Bamnabad radha gobinda masjid under Rajapur Gp,2024-11-23,140538.0,2025-03-24
10364,Normal/Others,WS/MP852/2024-2025/154289-Lighting of public spaces,West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,Installaition of Solar High mast light in front of char monsipara katiker more under Rajapur Gp,2024-11-23,140538.0,2025-03-24
